,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量
99,5083259119603278,7158699679,谷江山的山,https://weibo.com/7158699679,09月27日 16:47,Redmi Note 13 Pro,学呗，慢慢学#考研#​,,0,1,0
100,5083258807124318,6602679819,苟且wj,https://weibo.com/6602679819,09月27日 16:46,iPhone客户端,🏁墨墨背单词打卡Day103💻累计学习单词：7162个📅今日学习单词：250个🕙今日记忆次数：384次🌟今日重点单词：elevation[名]海拔；提升；高地；立面图；立视图#考研##考研英语#​,,0,0,0
101,5083258339459797,7717144050,努力会变好的kkk,https://weibo.com/7717144050,09月27日 16:44,Note 9,#考研#财大，接辅导、出资料，初试可以，复试也阔以，801可以，432也可以，统计学，应用统计，天津财经大学，个人，非机构#考研国家线#​​​初试第9，复试第3，总成绩第二。#天津财经大学考研#🙋​,,0,1,0
102,5083257979275603,6904696845,矿大考研小助手,https://weibo.com/6904696845,09月27日 16:43,微博视频号,2023这一年我完成了大学四年的梦想——成功读上了中国矿业大学测绘专硕研究生#考研##矿大考研#矿大考研超话#南湖##中国矿业大学超话#中国矿业大学考研超话#中国矿业大学#中国矿业大学超话#2025考研#2025考研超话2024考研超话矿大考研小助手的微博视频​,,0,0,0
103,5083257427202577,7376810383,RANSYOUU,https://weibo.com/7376810383,09月27日 16:41,艺术考研超话,艺术考研超话#艺术##考研#艺术考研超话#生活手记##烟雨茶##烟雨茶#RANSYOUU的微博视频​,,0,1,2
104,5083257278041475,6215903164,脾气暴躁的褚律,https://weibo.com/6215903164,09月27日 16:40,HUAWEI P50,就业导师咨询ing连接三名同学的咨询call感谢同学们的信任❤️也越来越感受到孩子们对于未来前途的焦虑茫然我想说的是别怕焦虑是想出来的而事情和办法是做出来的👌🏻#考研##法学调剂##考研调剂#​,,0,1,1
105,5083257202805337,6585585057,酸豆角炒饭x,https://weibo.com/6585585057,09月27日 16:40,华为手机,火力瞬间就加满了#考研#​,,0,1,0
106,5083256547970972,5851206948,泰泰的抱枕,https://weibo.com/5851206948,09月27日 16:37,墨墨背单词,💢glimpse💢格林怕死，瞥了一眼。#考研##学习打卡#​,,0,1,0
107,5083253603831005,3703679100,今日张店,https://weibo.com/3703679100,09月27日 16:26,,#卷学历和卷考公到底该怎么选#超全超完整的历史时间轴，收藏，省考、考研、国考或许都用得上！#考研##考研考公#​,,3,3,3
108,5083252249595494,7270905894,滚去背单词-,https://weibo.com/7270905894,09月27日 16:20,iPhone客户端,💢premium💢“拼了命”所以保险要高，奖金要高#学习打卡##英语##自律##考研##考研英语#​,,0,1,0
109,5083251109004102,7708756015,冬月里的狗,https://weibo.com/7708756015,09月27日 16:16,墨墨背单词,💢perpetual💢“per”每一个“pet”宠物都希望长久permanent永久的durable持久的#考研#​,,0,1,0
110,5083247123369825,7845200381,海文卷毛老师,https://weibo.com/7845200381,09月27日 16:00,微博网页版,【9月该有的考研复习强度，12h真的不可取！！！】需要复习指导规划的同学可以后台咨询我！#决战考研##考研##2025考研#​,,0,1,0
111,5083246260128334,6100289171,一个糕冷的糕手,https://weibo.com/6100289171,09月27日 15:56,墨墨背单词,💢purse💢“破死”：“钱包”破死了换个新的吧。#考研##考研英语#​,,0,1,0
112,5083246199309937,7845200381,海文卷毛老师,https://weibo.com/7845200381,09月27日 15:56,微博网页版,【高失业风险警告！这些专业就业难，考研如何逆袭？】下半年关键复习开始啦！需要考研备考指导的同学后台咨询我！#考研##决战考研##考研择校#​,,0,1,0
113,5083245821823481,7845200381,海文卷毛老师,https://weibo.com/7845200381,09月27日 15:55,微博网页版,【马理论考研过线就录取的院校汇总】近年部分宝子考研是为了更好考公，可以选择更好的单位、岗位，其中马理论专业就是这样的专业之一，读完研考公单位好，岗位多，而且进高校既可以当马理论老师、思政老师、还可以当辅导员。加上咨询的同学也较多，今天就马理论专业过线（复录比低）的院校进行整理，​展开,【马理论考研过线就录取的院校汇总】近年部分宝子考研是为了更好考公，可以选择更好的单位、岗位，其中马理论专业就是这样的专业之一，读完研考公单位好，岗位多，而且进高校既可以当马理论老师、思政老师、还可以当辅导员。加上咨询的同学也较多，今天就马理论专业过线（复录比低）的院校进行整理，供大家考研择校参考。#决战考研##考研##马理论考研#,0,0,0
114,5083245328465971,7282757394,A一zzZ,https://weibo.com/7282757394,09月27日 15:53,墨墨背单词,💢drift💢要“追福特”，得漂移。#考研##学习打卡##背单词#​,,0,0,0
115,5083244908776571,7499680764,徐佑年,https://weibo.com/7499680764,09月27日 15:51,iPhone客户端,好热好热好热，天气又开始热了背书背书背书，又是背书的一天没心没肺，开心加倍#生活手记##考研##plog##生活碎片#​,,0,0,0
116,5083244290900442,7483431732,小白蔡0906,https://weibo.com/7483431732,09月27日 15:49,墨墨背单词,💢rack💢软壳“架子”太软了容易被“破坏”#考研##学习打卡#​,,0,0,0
117,5083243618243934,5934492966,考研憨憨学长,https://weibo.com/5934492966,09月27日 15:46,考研超话,考研超话【25考研10月规划】完成这些保底任务，考研稳稳上岸！#我的微博日常##开学快乐##考研#考研憨憨学长的微博视频​,,1,0,5
118,5083242680030136,3188585563,达立易考专硕,https://weibo.com/3188585563,09月27日 15:42,微博视频号,考研英语二小标题对应题型专项训练（下）#考研##考研英语二##英语二新题型#达立易考专硕的微博视频​,,0,0,0
119,5082626905871701,6858194286,考研Neko酱,https://weibo.com/6858194286,09月27日 15:37,考研超话,考研超话考研作文关键词真的很重要啊#考研##考研英语##25考研#​,,38,1,93
120,5083241170338527,7406760763,敏感才不是毛病呢,https://weibo.com/7406760763,09月27日 15:36,iPhone客户端,都这个时候了我没玩手机上课学学考研的课程为什么不行啊#考研#​,,0,3,0
121,5083240071433698,7064481871,模拟山羊哥布林,https://weibo.com/7064481871,09月27日 15:32,墨墨背单词,🏁墨墨背单词打卡Day159💻累计学习单词：1899个📅今日学习单词：300个🕙今日记忆次数：880次🌟今日重点单词：representativen.代表；典型事物#考研##自律#​,,0,0,0
122,5083240001440888,5520123092,Eenoe,https://weibo.com/5520123092,09月27日 15:32,iPhone客户端,💢arouse💢a（一个）rouse（肉丝），一个肉丝就能把你叫醒！#考研#​,,0,0,0
123,5083239769179492,7491896228,莓果巡游时zz,https://weibo.com/7491896228,09月27日 15:31,荣耀200 写真相机,参加浙传考研盒子公益模考！@浙传考研盒子#考研##新传考研#​,,0,1,0
124,5082927187362395,1236762247,王江涛老师,https://weibo.com/1236762247,09月27日 15:29,微博网页版,同学们，还有谁没背完大纲核心词啊？今天再次整理【考研大纲5500词】给你⬇️戳评论区直接获取，一定要按表格顺序背完！#考研##决战考研##考研英语#​,,5,1,21
125,5083237304764116,7803949938,Jasmine-Puff,https://weibo.com/7803949938,09月27日 15:21,iPhone客户端,海马体也算是约上合适的时间了#考研#​,,0,1,1
126,5083237203841582,3893420628,姚尧博士,https://weibo.com/3893420628,09月27日 15:20,华为 Mate X5,有些学生真的就是这种容易受骗的体质小学老师，​本科，7980报了名，人家说直招，直接就可以去读研今天问我怎么发C刊只能是遇到骗子才能发的出来，正常发真的发不出来#考研#​,,0,0,1
127,5083236671686438,7479059314,程有有鸭,https://weibo.com/7479059314,09月27日 15:18,iPhone客户端,💢standdown💢不站了站下去了#考研##返校季#​,,0,1,0
128,5083234331525488,5626384480,Niaon1218,https://weibo.com/5626384480,09月27日 15:09,微博轻享版,有没有办法让我辟谷#考研##管综#​,,0,0,0
129,5083233819821602,5195058282,零碎的晨koi_,https://weibo.com/5195058282,09月27日 15:07,iPhone,🏁墨墨背单词打卡Day133💻累计学习单词：6101个📅今日学习单词：309个🕙今日记忆次数：514次🌟今日重点单词：crack[名]裂缝；破裂声；裂纹|[动]破裂；打击；使崩溃|[形]最好的#考研复试##考研#​,,0,1,0
130,5083233616135232,7735533909,-我有病让让我-,https://weibo.com/7735533909,09月27日 15:06,Android,#考研#专业课难背的和💩一样​,,0,0,0
131,5083233050166370,6444487762,学科音乐唐芬,https://weibo.com/6444487762,09月27日 15:04,湖南师范大学超话,背诵一定要每天坚持，无论背多背少，要相信这都会是你在考研中所拿的至关重要的那一分湖南师范大学超话#湖南师大学科音乐##音乐考研##考研#​,,0,0,1
132,5083233027625112,7414402367,午夜幻想家嗷,https://weibo.com/7414402367,09月27日 15:04,墨墨背单词,🏁墨墨背单词打卡Day120💻累计学习单词：4934个📅今日学习单词：209个🕙今日记忆次数：504次🌟今日重点单词：comparatively[副]相对地；比较地；对比地#考研##自律#​,,0,1,0
133,5083231785845034,6802117478,Q姐_Michelle,https://weibo.com/6802117478,09月27日 14:59,考研超话,🔥今晚19:00-25考研政治腿姐技巧冲押班继续上课，每位上岸人必听课👏前阅卷人陆寓丰老师带你2h掌握马原选择题技巧！💪考前冲刺考研政治必听腿姐技巧班，听过分数直线上升！————————💥开课特惠，今日报名加赠《腿姐必胜套装》#考研##决战考研##考研预报名推迟#​,,0,1,0
134,5083231541791294,7460022043,河海大学考研酱,https://weibo.com/7460022043,09月27日 14:58,河海大学超话,河海大学超话#25考研##河海大学##考研#同学们关于目标院校专业还有问题想咨询的，可以去提问了！注意每个学校的咨询周开放日期不是统一的，要问的赶紧去问哦，提问的越仔细，学校回复的会越详细.注意!!河海开放时间：2024-09-26至2024-09-27|09:00-17:002024-09-29|09:00-17:00​,,0,1,0
135,5083229918332687,5407746949,a原野新之助aa,https://weibo.com/5407746949,09月27日 14:51,iPhone客户端,有没有适合傻子读的#医学专业#，还好找工作的那种#考研西综##张雪峰专业推荐实用主义取向##考研#​,,0,1,0
136,5083229730376200,5318020044,我燥称冯福,https://weibo.com/5318020044,09月27日 14:51,墨墨背单词,💢congratulate💢肯刮去累特，肯刮去使你累的东西特别值得祝贺。#考研##考研英语##英语#​,,0,0,0
137,5083228969108776,6487946490,昭昭学姐,https://weibo.com/6487946490,09月27日 14:48,四川师范大学考研超话,四川师范大学考研超话四川师范大学最近几年招生简章的发布时间：2023年9月20日发布-2024年2022年9月16日发布-2023年2021年9月17日发布-2022年2020年9月11日发布-2021年2019年9月12日发布-2020年2018年9月10日发布-2019年2017年9月18日发布-2018年2016年9月21日发布2017年2025年到底是​展开,四川师范大学考研超话四川师范大学最近几年招生简章的发布时间：2023年9月20日发布-2024年2022年9月16日发布-2023年2021年9月17日发布-2022年2020年9月11日发布-2021年2019年9月12日发布-2020年2018年9月10日发布-2019年2017年9月18日发布-2018年2016年9月21日发布2017年2025年到底是什么时候出呢？#戏剧与影视学考研##25考研##考研#四川师范大学考研超话#四川师范大学考研#,0,1,0
138,5083228247427766,7724725767,华南农考研酱,https://weibo.com/7724725767,09月27日 14:45,华南农业大学考研超话,2025考研咨询周活动已经正式开始！同学们关于目标院校专业还有问题想咨询的，可以去提问了！注意每个学校的咨询周开放日期不是统一的，要问的赶紧去问哦，提问的越仔细，学校回复的会越详细~华南农业大学考研超话#考研咨询##考研#考研超话华南农业大学考研超话#华南农业大学考研#​展开,2025考研咨询周活动已经正式开始！同学们关于目标院校专业还有问题想咨询的，可以去提问了！注意每个学校的咨询周开放日期不是统一的，要问的赶紧去问哦，提问的越仔细，学校回复的会越详细~华南农业大学考研超话#考研咨询##考研#考研超话华南农业大学考研超话#华南农业大学考研##华南农业大学##25考研#2025考研超话#问题问答##考研咨询周#,0,1,0
139,5083227962477881,7766416419,理工科蒋学姐,https://weibo.com/7766416419,09月27日 14:44,微博网页版,海文考研关于美术生考研易上岸院校方向推荐26考研想要选择美术专业的同学看过来，考研是一个复杂的系统工程，如何能选到与自己的实力、兴趣、未来发展相匹配的专业和院校呢？各院校的信息又该如何获取、分析和对比呢？海文考研替大家整理了美术生考研易上岸院校，大家赶紧码住！有择校择专需求的同​展开,海文考研关于美术生考研易上岸院校方向推荐26考研想要选择美术专业的同学看过来，考研是一个复杂的系统工程，如何能选到与自己的实力、兴趣、未来发展相匹配的专业和院校呢？各院校的信息又该如何获取、分析和对比呢？海文考研替大家整理了美术生考研易上岸院校，大家赶紧码住！有择校择专需求的同学，欢迎滴滴哦~/一对一择校择专指导，下方call我#考研#26考研#美术生#考研院校#择校择专#海文考研,0,1,1
